id_surto,nome,data,num_aprox_exposto,tipo_local_surto,cep,logradouro,logradouro_numero,municipio_surto,status,instituicao_id,data_cadastro
1362,MAX MODAS -  DIAMANTE D'OESTE,2021-03-01,38,52,85896000,AV. PARANÁ,606,410715,2,0,
1370,Cargill Alimentos Ltda - Toledo,2021-03-01,322,3,85906300,Rodovia PR-182,182,412770,2,0,
1380,UPA CENTRO OESTE,2021-03-10,280,87,86070370,Avenida Abélio Benatti,3500,411370,2,0,
1373,INDUSTRIA DE ARÇO SÃO JOÃO - PETROAÇO,2021-03-23,63,6,85911000,Avenida Egydio Geronymo Munaretto,2045,412770,2,0,
1365,PANCO - CAMBARÁ,2021-03-01,250,93,86390000,ROD LAURINDO FRANCISCO,890,410360,2,0,
449,AGENCIA BRADESCO - CASTRO,2020-08-15,12,16,84165000,Rua Doutor Jorge Xavier da Silva,219,410490,2,0,
1584,21º RS - ISAR ENGENHARIA - PUMA II - TELEMACO BORBA,2021-04-08,10,4,84350000,PROJETO PUMA ORTIGUEIRA,0,412710,2,0,
2130,Supermercado Catarinense Tapejara,2021-05-11,30,18,87430000,Avenida Rui Barbosa ,137,412680,2,0,
880,SUPERMERCADO CAVALLIN BORA - IRATI,2020-12-09,80,18,84500000,RUA TRAJANO GRACIA,340,411070,2,0,
1762,AÇOUGUE TRES MARIAS,2021-04-16,15,176,82310000,Avenida Três Marias,167,410690,2,0,
896,UBS AKLP,2020-11-21,45,121,85875000,RUA BENTO GONÇALVES ESQUINA COM BELO HORIZONTE,0,410830,2,0,
879,CALCE BEM 19 - IRATI,2020-12-09,10,108,84500000,RUA 19 DE DEZEMBRO,142,411070,2,0,
878,ACADEMIA CH TRAINING - IRATI,2020-12-09,15,59,84500000,RIA PROFESSOR VITOR DO AMARAL,711,411070,2,0,
2009,UBS Cohapar II,2021-05-03,15,57,87507350,Rua São lucas,2050,412810,2,0,
1575,ASILO SAO VICENTE DE PAULO - SANTANA DO ITARARE,2021-03-11,68,7,84970000,RUA DA PAZ ,283,412400,2,1315,
881,EMPRESA GRUPO DERBLI - IRATI,2020-12-09,50,41,84500000,RUA ARLETE VILELA RICHA,125,411070,2,0,
877,PEDIATRIA SMS - IRATI,2020-12-09,10,87,84500000,Rua Zeferino Bittecourt,0,411070,2,0,
870,BANCO COOPERATIVA DE CRÉDITO SICREDI-CÂNDIDO DE ABREU,2020-11-18,11,16,84470000,AVENIDA PARANA,817,410440,2,0,
873,Super Mercado Itaipu - Pato Bragado,2020-11-29,25,18,85948000,Avenida Continental - Centro,721,411845,2,0,
898,FM PNEUS LTDA - Toledo,2020-11-20,86,98,85906300,Rodovia PR-182,0,412770,2,0,
900,Panificadora Q Delicia - Toledo,2020-11-26,30,30,85904210,Rua Carlos Barbosa,1967,412770,2,0,
869,SANTA CLARA - IVAÍ ,2020-11-23,300,97,84460000,Vila Palmital,0,411140,2,0,
871,HOSPITAL MUNICIPAL DE SERTANEJA,2020-12-07,25,111,86340000,RUA MARECHAL DEODORO,979,412640,2,0,
872,BRUM BISTRÔ- FRANCISCO BELTRÃO,2020-11-11,7,8,85605040,Avenida União da Vitória - Vila Nova,423,410840,2,0,
848,PREFEITURA MUNICIPAL DE PINHAS - GUARDA MUNICIPAL,2020-11-30,3100,125,83323200,Rua Guilherme Weiss,320,411915,2,0,
874,CLINICA DE TERAPIA OCUPACIONAL VIDA ATIVA - MARINGA,2020-12-02,44,7,87015180,Avenida Euclides da Cunha,0,411520,2,1017,
876,6ª REGIONAL DE SAÚDE - ILPI - APADEFIC,2020-12-06,4,7,84615000,,39,412030,2,1253,
882,IGREJA ASSEMBLEIA DE DEUS-  GUAPOREMA,2020-11-27,38,34,87810000,"RUA BAHIA, S/N",0,410910,2,0,
883,PREFEITURA DE SÃO TOME,2020-11-28,21,15,87220000,RUA NORMINDO JOSE DOS SANTOS,65,412610,2,0,
884,SUPERMERCADO ÍTALO,2020-12-07,42,18,85530000,Avenida Nossa Senhora da Luz - Centro,1365,410570,2,0,
885,CENTRO DE SAUDE DE SANTA AMÉLIA,2020-12-03,20,121,86370000,RUA JOSE GALDINO DA COSTA,673,412310,2,0,
886,PREDIO DA LICITAÇÃO - SERTANEJA,2020-11-22,11,15,86340000,AVENIDA NOSSA SENHORA DO ROCCIO,233,412640,2,0,
887,6ª REGIONAL DE SAÚDE - FAMMA VEÍCULOS,2020-12-09,19,98,84600220,Rua Clotário Portugal,674,412820,2,0,
888,PANDOLFI- ENÉAS MARQUES,2020-11-30,84,130,85630000,Rodovia PR 471 KM 01 - Parque Industrial,0,410740,2,0,
875,CCZ - CENTRO DE ZOONOSES (3º SURTO),2020-11-20,175,87,85869657,Avenida Maceió,1511,410830,2,0,
895,UBS JD CURITIBANO,2020-11-13,45,121,85875000,AV.SILVIO AMERICO SASDELLI,0,410830,2,0,
897,HMCC BLOCO 6,2020-11-06,1191,111,85875000,AV GRAMADO,580,410830,2,0,
1354, 21º RS - TRIADD - PROJETO PUMA - TELEMACO BORBA,2020-08-08,14,4,84350000,PROJETO PUMA II ORTIGUEIRA,0,412710,2,0,
1343,21º RS - GRSA - PROJETO PUMA - TELEMACO BORBA,2020-07-06,109,4,84350000,PROJETO PUMA II - ORTIGUEIRA,0,412710,2,0,
1583,21º RS - ECCOMAD - TELEMACO BORBA,2021-04-08,5,6,84269090,Rodovia PR-160,0,412710,2,0,
894,Casa de Repouso de Idosos Nossa Senhora do Rocio LTDA-ME,,0,7,83535000,GUMERCINDO BOZA,21774,410425,2,753,
1992,SICOOB - MALLET,2021-05-07,9,16,84570000,,340,411390,2,0,
2132,02ª RSM - Ingredion Brasil Ingredientes Industriais Ltda.,2021-05-05,338,0,83650000,Rua Francisco Manoel da Cruz,11,410230,2,0,
1576,Quartel General do Comando da 15ª Brigada De Infantaria Mecanizada - CASCAVEL,2021-03-20,70,50,85801030,Rua Rio de Janeiro,229,410480,2,0,
1191,Lar Jardim Aurora - CARAMBEI,2021-02-15,42,7,84145000,Rua Tibagi,365,410465,2,756,
1570,LAR MATELÂNDIA-ÁREA EXPEDIÇÃO,2021-03-25,53,1,85887000,BR 277 KM 653,3,411560,2,0,
1476,14ª Unidade Prisional de Paranavaí,2021-03-22,300,80,87707000,"Avenida Heitor Alencar Furtado, ",4300,411840,2,0,
1523,LAR MATELÂNDIA-ÁREA CONGEL E PALETIZAÇÃO,2021-01-15,394,1,85887000,BR 277 KM 653,4,411560,2,0,
1875,HOSPITAL CEMIL,2021-04-17,366,111,,RUA INDAIA ,0,412810,2,0,
1580,RAFFER 2 - FRANCISCO BELTRÃO,2021-02-26,107,46,85601195,"Rodovia PR-483,  Km 3, Raffer",0,410840,2,0,
1392,Mercado Sartori - ANAHY,2021-02-25,3,18,85425000,Avenida Brasil,441,410105,2,0,
1383,HOSPITAL MUNICIPAL VEREADOR JOAO SILVIO SENE,2021-02-19,66,111,,João Pereira Marcondes ,75,411180,2,0,
1586, ESCOLA BOM PASTOR,2021-02-24,302,39,85887000,AV.FLORIANÓPOLIS.,236,410830,2,0,
1381,CMTU,2021-03-11,95,0,86010001,Rua Professor João Cândido,1203,411370,2,0,
1571,COOPERATIVA DE LATICÍNIO VILA NOVA ,2021-03-20,41,49,85540000,,0,411440,2,0,
1566,LOG 20 LOGÍSTICA - FRANCISCO BELTRÃO,2020-12-02,127,106,85601195,"Rodovia PR-483, Km 04",855,410840,2,0,
1569,FRIGORÍFICO DERGI - IRATI,2021-04-01,15,1,84500000,Estrada de Irati a São Mateus do Sul km 01,0,411070,2,0,
1572,CONSTRUTORA TRIUNFO - IRATI,2021-03-29,270,4,84500000,AV ARLETE VILELA RICHA,26,411070,2,0,
1581,CONSTRUTORA DOS CAMPOS GERAIS - IRATI,2021-03-26,118,4,84500000,"CORONEL GRACIA, CENTRO",154,411070,2,0,
1582,GRANJA RIO VARANDA BRF - NOVA ESPERANÇA DO SUDOESTE,2021-03-25,75,138,85635000,Rio Varanda,0,411695,2,0,
1567,6ª RS São Gabriel Papéis ltda,2021-04-06,3,172,84602000,Rodovia João Paulo Reolon,3340,412820,2,0,
1999,ALDEIA PINHALZINHO - TOMAZINA,2021-05-05,0,63,,,0,412780,2,0,
2318,CERVEJARIA COLONIA- TOLEDO,2021-05-20,337,93,85905625,Rua Barão do Rio Branco,4188,412770,2,0,
1585,Núcleo Social Santo Antonio - GUARANIACU,2021-03-28,39,7,85400000,Av. Abilon Souza Naves,81,410930,2,940,
3122,22ªRS - Colégio Estadual José Siqueira Rosa - Rosário do Ivai,2021-10-29,26,39,86850000,Rua Maringá,350,412265,2,0,2021-11-09T09:59:17
2865,DEPAVEL - IRATI,2021-08-13,24,213,84500000,R. Padre Píres,144,411070,2,0,2021-08-26T10:27:01
904,HMCC BLOCO 10,2020-11-09,1191,111,85875000,AV GRAMADO,580,410830,2,0,
1078,NUTRIJARA - TAPEJARA,2021-01-03,25,144,87430000,RUA LUIZ CUARELLI,260,412680,2,0,
1355,21º RS - TUCUMANN - PROJETO PUMA - TELEMACO BORBA,2020-12-10,7,4,84350000,PROJETO PUMA II ORTIGUEIRA,0,412710,2,0,
1412,02º RS Casa de Repouso Divina Luz - Fazenda R. Grande,2021-03-11,40,7,83820332,Avenida das Indústrias,1423,410765,2,928,
1194,DEPARTAMENTO MUNICIPAL DE EDUCAÇÃO-LIDIANÓPOLIS,2021-02-08,15,42,86865000,JUSCELINO KUBITSCHEK,329,411342,2,0,
1763,18ª RS - JH SUPERMERCADO DA CONSTRUÇÃO,2021-05-03,40,105,86300000,Rua: Emílio Brevilheri - Vila Santa Terezinha - Cornélio Procópio,0,410640,2,0,
1243,Casa de Repouso Wheverton Barbosa Teixeira -  Vô João & Vó Maria Casa de Repouso para Idosos - Fazenda Rio Grande,2021-02-18,29,7,83823138,Avenida Paraguai,97,410765,2,929,
914,CIS AMCESPAR - IRATI,2020-12-14,27,87,84500000,RUA CORONEL GRACIA,761,411070,2,0,
1902,21º RS - RESTAURANTE EVORI - TIBAGI,2021-05-03,3,8,84315000,"Rodovia do Café, BR-376, Tibagi",0,412750,2,0,
1410, MARRECAS CLUBE - FRANCISCO BELTRÃO,2021-02-02,40,158,85601231,Rua Niterói,927,410840,2,0,
1411,BIG CORTE INDUSTRIA DE METAIS LTDA - CASCAVEL,2021-02-24,16,76,85819250,Rua Sociologia,106,410480,2,0,
1389,6ª RS HOBI S/A MINERAÇÃO DE AREIA E CONCRETO,2021-03-09,3,159,84602000,Rodovia João Paulo Reolon,2105,412820,2,0,
1385,02º RS Cantinho da Vovó,2021-03-05,18,7,83604290,Rua Minas Gerais,137,410420,2,742,
2361,MEGASULT - FRANCISCO BELTRÃO,2021-05-10,18,64,85601030,Rua Octaviano Teixeira dos Santos - Sala 2,1373,410840,2,0,
2863,HPV 2 - DOIS VIZINHOS,2021-08-19,114,87,85660000,INES PINZON,611,410720,2,0,2021-08-26T08:52:47
2854,Colégio Estadual Marcos Cláudio Schuster - CASCAVEL,2021-08-18,799,39,85817290,Rua África,284,410480,2,0,2021-08-25T07:40:12
1395,6ª RS CLÍNICA DE DOENÇAS RENAIS DO VALE DO IGUAÇU,2021-02-26,13,161,84608000,Rodovia BR 476 KM 3,0,412820,2,0,
1396,PREFEITURA ADMINISTRATIVO - RIO AZUL,2021-03-11,30,15,84560000,RUA EXPEDICIONARIO ANTONIO CACAO ,172,412200,2,0,
1429,02º RS Harmonia Casa de Repouso - Curitiba,2020-07-22,14,7,80520340,Rua Professor Macedo Filho,183,410690,2,823,
1430,02º RS Instituto Florescer - Curitiba,2020-06-19,5,7,80035060,Rua João Américo de Oliveira,203,410690,2,852,
2320,ECO CONTABILIDADE EIRELLI - TOLEDO,2021-05-27,50,64,85900230,Avenida Tiradentes,1011,412770,2,0,
1417,21º RS - ANDRITZ - TELEMACO BORBA,2021-03-17,10,6,84350000,PROJETO PUMA - ORTIGUEIRA,0,412710,2,0,
1428,02º RS Nova Vida Clinica de Repouso para Idosos - Curitiba,2020-07-19,18,7,80520077,Rua Teffe,810,410690,2,830,
913,BARBEARIA 21 DE MAIO - IRATI,2020-12-14,10,131,84500000,Pe. Sebastião Mendes,25,411070,2,0,
1431,02º RS Kairos - Curitiba,2020-07-29,11,7,80050450,Rua Oyapock,378,410690,2,854,
926,COMITE ELEITORAL PP-PL,2020-11-13,15,133,85887000,RUA BARAO DO RIO BRANCO ,152,411560,2,0,
912,LACTO AGROPECUARIA - IRATI,2020-12-14,80,49,84500000, Mieceslau L Duszczak,277,411070,2,0,
344,EMPRESA TABOCAS,2020-07-17,3,5,83900000,RUA OZY MENDONÇA DE LIMA ,2753,412560,2,0,
349,DALCOMAD	- BITURUNA,2020-07-06,4,6,84640000,"RUA: Angelo Albino Bertoletti, - NS Apª",2796,410290,2,0,
352,PENITENCIÁRIA CENTRAL DO ESTADO - UNIDADE DE PROGRESSÃO - PCEU-UP,2020-08-07,286,65,83302240,Avenida das Palmeiras,0,411950,2,1270,
1432,02º RS Gaia Residência para Idosos- Curitiba,2020-08-18,24,7,80430042,Alameda Presidente Taunay,1560,410690,2,850,
1433,2º RS Residência Florença - Curitba,2020-08-31,15,7,80050350,Avenida São José,1177,410690,2,895,
1436,02º RS Morada La Vie - Curitiba,2020-11-03,4,7,80520250,Avenida Desembargador Hugo Simas,1435,410690,2,882,
1437,02º RS Bem Viver Assistência ao Idoso - Curitiba,2020-11-29,4,7,82530040,Rua Frei Orlando,260,410690,2,808,
1439,02º RS Arte e Cuidar ,2020-06-17,3,7,80310530,Rua Abraham Lincoln,54,410690,2,799,
1440,02º RS Vida Plena,2020-08-28,5,7,82310010,Rua Antônio Escorsin,3177,410690,2,915,
1402,PREFEITURA MUNICIPAL DE PINHAIS,2021-02-26,26,163,83323200,Rua Guilherme Weiss,320,411915,2,0,
1401,Colegio Estadual Acquilino Massochin - Cascavel,2021-02-27,42,39,85813594,Rua Acquilino Massochin,1210,410480,2,0,
1397,Casa Militar da Governadoria,2021-03-13,11,147,80530909,"Praça Nossa Senhora de Salette, s/n",0,410690,2,0,
1409,02º RS Ana Boniecki - Tijucas do Sul,2021-03-06,36,7,83190000,Ana Maoski ,0,412760,2,1149,
1400,MONISAT - FRANCISCO BELTRÃO,2021-02-28,52,162,85605110,Rua Ponta Grossa - Nossa Srª Aparecida,2583,410840,2,0,
1387,02º RS Unidade De Acolhimento Fraternitas,2021-03-05,84,7,83302010,Rua João Simbalista ,429,411950,2,1068,
1416,SUPERMERCADO ECONÔMICO - CIDADE GAUCHA,2021-03-02,22,18,87820000,Rua Mario Ribeiro Borges,2715,410560,2,0,
1403,CONSISA ENGENHARIA EIRELI - IRATI,2021-03-14,40,118,84500000,RUA PEDRO CHOMA,42,411070,2,0,
1390,6ª RS - COZINHA RESTAURANTE CORUJÃO,2021-03-13,3,160,,,0,411870,2,0,
1415,RESTAURANTE PELANDA,2021-03-06,25,8,83900000,BR 476 LOCALIDADE POTINGA,0,412560,2,0,
1427,TABOCAS PARTICIPAÇÕES E EMPREENDIMENTOS,2021-03-08,18,153,83900000,JOSE CAETANO JUNIOR,0,412560,2,0,
1391,Mineração Floresta - Terra Roxa,2021-03-01,15,159,85990000,"Rodovia BR 272, s/n. Km 541, sala 01. Porto Esperança. ",541,412740,2,0,
1408,21ªRS - METRA CLINICA DE MEDICINA OCUPACIONAL- TELÊMACO BORBA,2021-03-16,6,136,84265470,Rua Afonso Pena,42,412710,2,0,
1424,21ªRS - PRINER - TELÊMACO BORBA,2021-03-17,10,6,84260000,KLABIN MA - TELEMACO BORBA ,0,412710,2,0,
1413,Recanto dos velhinhos do Lar Santo Antonio - Ivaiporã,2021-03-01,90,7,86870000,rua Poços de Caldas,675,411150,2,954,
1386,CASTROLANDA - UPL - CASTRO,2021-02-28,4,138,84165000,Cercado,0,410490,2,0,
1425,21ªRS - SORVETERIA TROPICAL - TELÊMACO BORBA,2021-03-17,10,137,84271470,Rua Rio Iguaçu,240,412710,2,0,
1414,SEARA ALIMENTOS LTDA-JAGUAPITÃ,2021-03-05,1449,1,86610000,"ROD PR 340, KM 2,5",0,411190,2,0,
1384,02º RS Cuidado de Anjos,2021-03-03,22,7,83405370,Rua Emílio Arzua,62,410580,2,1321,
1393,6ª RS SOMAPAR SOCIEDADE MADEIREIRA,2021-03-15,3,130,84608000,Rodovia BR 476,980,412820,2,0,
1426,11ª RS ASILO CANTINHO FELIZ,2021-03-15,19,7,87320000,,0,410430,2,1107,
2319,VACCINAR INDISTRIA E COMERCIO LTDA - TOLEDO,2021-05-29,74,195,85907298,Rua Mate Laranjeira S/N,0,412770,2,0,
1008,SUPERMERCADO  CENTRAL,2021-01-04,100,18,86320000,AVENIDA MANOEL RIBAS,22,410600,2,0,
1012,parapoema,,0,0,,,0,0,2,0,
1016,PRONTO ATENDIMENTO MARIA CECÍLIA,2021-01-04,40,121,86088040,Rua Félix Chenso,892,411370,2,0,
1007,DEPARTAMENTO DE SAUDE - GUAMIRANGA,2020-12-22,40,87,84435000,Luiz Antonio Marconato,0,410895,2,0,
1013,14° MADEMAX FLORESTAL LTDA - PARANAPOEMA,2021-01-06,50,58,87690000,ROD PR 464 ESTRADA JARDIM OLINDA / PARANAPOEMA,0,411830,2,0,
1014,NEFROCASTRO - CASTRO ,2021-01-05,25,87,84174270,Rua Doutor Otávio Novaes Júnior,190,410490,2,0,
1683,6ª RS MADEIREIRA EXPOENTE -SMS,2021-03-26,5,130,83900000,RUA JOAO TOPOROWISKI,705,412560,2,0,
996,HOSPITAL MUNICIPAL PADRE GERMANO LAUCK/ORTOPEDIA,2020-11-25,1082,111,85864492,Rua Adoniran Barbosa,370,410830,2,0,
968, MANDIOCA DESCASCADA SANTA TEREZINHA,2020-10-27,100,93,85875000,"ROD. DOMINGOS DAGOSTIN, ZONA RURAL",44285,412405,2,0,
1356,21º RS - SCANCOM DO BRASIL - TELEMACO BORBA,2020-01-21,4,6,84269090,Rodovia PR-160,0,412710,2,0,
995,PADARIA SOLIDARIA,2020-12-03,7,30,85853250,Rua Vereador Moacir Pereira,900,410830,2,0,
1434,02º RS Murano residencial para Idosos - Curitiba,2020-11-23,3,7,82520050,Rua Aristides Athayde,420,410690,2,885,
1438,02º RS Moura Junior Casa para Idosos - Curitiba,2020-05-06,21,7,81570001,Avenida Senador Salgado Filho,5066,410690,2,884,
1441,02º RS Recanto Vista Alegre - Curitiba,2020-11-27,5,7,80810350,Rua Jacob Wellner,264,410690,2,893,
1443,02º RS Lar Doce Lar - Curitiba,2021-01-12,10,7,82320010,Avenida Vereador Toaldo Túlio,573,410690,2,861,
973,Rádio Guaçu de Toledo,2020-12-06,14,100,85900110,Rua Raimundo Leonardi,1301,412770,2,0,
1404,PANIFICADORA DA CARMEN - ANAHY,2021-02-18,6,30,85425000,Rua Rio Verde,193,410105,2,0,
1565,COLÉGIO MILITAR VIDA E ENSINO - FRANCISCO BELTRÃO,2021-02-19,36,39,85601070,Rua Goiás - N. Sra Aparecida,1466,410840,2,0,
1966,6ª RS - FORLAPLAN - UVA,2021-05-03,6,135,,BRAULINA PIGATTO BOM JESUS,0,412820,2,0,
1967,6ªRS - ANA CLARA PORTAS - UVA,2021-05-04,4,135,84608300,Rua Projetada 02,2,412820,2,0,
2869,Escola Maria Tereza Abreu de Figueiredo - CASCAVEL,2021-08-09,518,39,85806020,Rua Xavantes,518,410480,2,0,2021-08-26T17:06:28
1394,6ª RS SUPERMERCADO BOM PREÇO,2021-03-15,5,18,84620000,PRESIDENTE GETULIO VARGAS,742,410680,2,0,
1418,21º RS - BERNARDI - TELEMACO BORBA,2021-03-17,10,6,84350000,PROJETO PUMA - ORTIGUEIRA,0,412710,2,0,
979,PARKET IGUASSU,2020-10-27,17,22,85875000,RUA OLAVO BALDESSAR - AREA INDUSTRIAL,516,412405,2,0,
967,Vigilância em Saúde de Matelândia,2020-12-01,20,2,,"Avenida Cristovão Colombo, 1415 - Cento",1415,411560,2,0,
1001,S.S.S. - REBOUCAS,2020-12-19,50,18,84550000,RUA JOSE AFONSO VIEIRA LOPES,426,412150,2,0,
1000,SCHREIBER FOODS DO BRASIL - RIO AZUL,2020-12-24,150,49,84560000,"Avenida Manoel Ribas, Sn - Centro",0,412200,2,0,
1009,COMUNIDADE BETHANIA - IRATI,2021-01-02,35,140,84500000,Estrada Arroio Grande,0,411070,2,0,
2857,18ª RS- COLÉGIO ESTADUAL MARCÍLIO DIAS - ITAMBARACÁ ,2021-08-25,40,39,86375000,RUA: ANTONIO DIAS - CENTRO,104,411100,2,0,2021-08-25T11:21:26
1573,GRUPO AGUIA - IRATI,2021-03-21,28,173,84500000,Rua LIno Esculapio,278,411070,2,0,
1002,Autarquia Municipal de Saúde de Cambira,2020-12-11,90,87,86890000,Rua Sergipe,165,410380,2,0,
962,TRELAC - TRÊS BARRAS DO PARANÁ,2020-12-01,320,49,85485000,Jardim Guarani,1016,412785,2,0,
983,COPACOL MATRIZEIRO - NOVA AURORA,2020-12-18,37,138,85410000,Rodovia PR 239 - Área Rural,0,411670,2,0,
961,SICoOB - SISTEMA DE COOPERATIVA DE CREDITO DO BRASIL  DE ASSIS CHATEAUBRIAND (Unidade Administrativa),2020-12-04,17,16,85935000,Av. Tupãssi,2928,410200,2,0,
963,BRASIL NET- CORNELIO PROCOPIO,2020-12-18,38,114,86300000,RUA DOS BANDEIRANTES,628,410640,2,0,
1968,6ª RS - CRESOL - UVA ,2021-05-04,4,188,84600364,Rua Manoel Estevão,735,412820,2,0,
1698,FRIGOBEL EIRELI - SANTA IZABEL DO OESTE,2021-04-12,21,1,85650000,LINHA VOLTA ALEGRE,0,412380,2,0,
1756,21º RS - MADEIREIRA KAJI - IMBAÚ,2021-04-17,3,141,84250000,"RUA RIO FRANCISCO, SITIO SÃO PEDRO",450,411007,2,0,
1791,14ª RS Panificadora e confeitaria Casa do Pão - Terra Rica,2020-05-04,10,30,87890000,Avenida São Paulo,1071,412730,2,0,
1590,Escola Municipal São Roque- Marechal Cândido Rondon,2021-04-01,17,39,85977000,ua Barão de santo Ângelo,5095,411460,2,0,
1421,21º RS - ESTEL - PROJETO PUMA - TELEMACO BORBA,2021-03-17,10,4,84350000,PROJETO PUMA II - ORTIGUEIRA,0,412710,2,0,
1398,BRF 3- FRANCISCO BELTRÃO,2021-02-26,2450,1,85603025,Avenida Attilio Fontana,0,410840,2,0,
1685,6ª RS - BENEFICIADORA MUSILAK - SMS,2021-04-19,3,175,83900000,RUA TENETE MAX WOLFF FILHO,1740,412560,2,0,
1721,21º RS - UNIDADE BÁSICA DE SAÚDE -ESF CENTRO - TELEMACO BORBA,2021-04-23,3,132,84261970,Avenida Desembargador Edmundo Mercer Júnior,475,412710,2,0,
1796,20RS- Prefeitura Municipal setor coleta-Guaira,2021-04-29,16,15,85980000,Avenida Thomaz Luiz Zeballos,2000,410880,2,0,
1693,ESCOLA MUNICIPAL VEREADOR JOAO MARIA PEDROSO - IRATI,2021-04-08,25,39,84500000,RUA MIGUEL GADES S/N,0,411070,2,0,
1795,14ª RS Supermercado Mazucato - Terra Rica,2021-02-07,10,18,87890000,Av. Paraná,0,412730,2,0,
1758,CASA LAR - PREFEITURA MUNICIPAL DE CASTRO,2021-04-27,26,142,84165000,RUA MARIA HELVINA CARNEIRO DE MELLO,6,410490,2,0,
1751,18ª RS - ZENAPLAST - BANDEIRANTES. ,2021-04-06,74,67,86360000,"Rod PR 436 Km 98,4 Bloco A - Bandeirantes ",0,410240,2,0,
1752,18ª - RS - RESTAURANTE KOJO - BANDEIRANTES,2021-04-14,45,8,86360000,Av. Benedito Leite de Negreiros - Centro - Bandeirantes,555,410240,2,0,
1717,18ª RS - FRANGOS PIONEIROS INDUSTRIA E COMÉRCIO DE ALIMENTOS LTDA,2021-04-23,60,144,86490000,"ROD. PR 436 - Km58,7 -  VILA ALMEIDA - RIBEIRÃO DO PINHAL",0,412190,2,0,
1755,21º RS - MERCADO BOM PREÇO - IMBAÚ,2021-04-17,10,18,84250000,Av. Elízio de Oliveira Barreto,40,411007,2,0,
1757,21º RS - SUPERMERCADO FUTURAMA - TIBAGI,2021-04-20,5,18,84300000,,1035,412750,2,0,
1713,14ª RS  LAR VICENTINO - PARANAVAÍ,2021-04-23,80,7,87708130,Av. Martin Luther King,3915,411840,2,380,
1790,14ª RS Supermercado Nippon - Terra Rica,2021-05-07,20,18,87890000,Rua Euclides da Cunha,1155,412730,2,0,
1760,Coopavel Cooperativa Agroindustrial. - CASCAVEL,2021-04-25,5000,1,85818560,Rodovia BR-277,582,410480,2,0,
1759,11ª RS - Supermercado Irmãos Muffato e Cia,2021-04-21,242,18,87303040,Avenida Perimetral Presidente Tancredo de Almeida Neves,1614,410430,2,0,
1036,HDDV - REBOUCAS,2021-01-02,80,111,84550000,R. Armando Costa,619,412150,2,0,
1037,ASSOCIACAO DE AMIGOS DO HOSPITAL DE TEIXEIRA SOARES,2021-01-07,55,111,84530000,Rua João Ribeiro dos Reis,663,412700,2,0,
1045,Mercado Bom Jesus,2021-01-11,9,18,86350000,Rua Coronel Francisco Moreira da Costa,1110,412390,2,0,
3106,UBS IRERE,2021-09-19,15,132,86115000,Avenida Parana,178,411370,2,0,2021-10-26T13:20:11
1044,SICOOB. Sistema de Cooperativa de Credito do Brasil - Santa Mariana.,2021-01-11,7,16,86350000, Avenida Maria Moreira Reno,154,412390,2,0,
1027,UBS JARDIM DO SOL - DR ANISIO FIGUEIREDO,2021-01-07,40,121,86070250,RUA VIA LÁCTEA,877,411370,2,0,
1030,CENTRO DE APOIO GERIATRICO,2021-01-04,41,7,86039090,Avenida Santos Dumont,975,411370,2,979,
1047,LAR MARIA TEREZA VIEIRA DE LONDRINA,2021-01-06,109,7,86027590,Rua Santa Clara,165,411370,2,983,
1050,UNIDADE BASICA DE SAUDE GUANABARA,2021-01-12,40,132,86050020,Rua Montevidéu,605,411370,2,0,
1969,6ª RS - SUPERMERCADO BAHNIUK- UVA,2021-05-04,3,18,84600736,Rua Marechal Deodoro da Fonseca,0,412820,2,0,
1057,UBS CLAIR APARECIDA PAVAO,2021-01-08,27,57,,SOUZA NAVES,754,411370,2,0,
972,ALDEIA INDIGENA SMI/TRIBO AVA GUARANI,2020-11-10,80,63,85887000,DISTRITO DE SANTA ROSA DO OCOY- rodovia pr497,0,412570,2,0,
971,ALDEIA INDIGENA ITAIPULANDIA,2020-11-04,30,63,85880000,ESQUINA GAUCHA/ALDEIUA ATI MIRI,0,411095,2,0,
1069,PREFEITURA MUNICIPAL DE JAGUAPITA,2021-01-07,30,15,86610000,AVENIDA MINAS GERAIS,220,411190,2,0,
1064,LA STORIA - CASA DE REPOUSO,2021-01-11,8,7,86010150,Avenida Rio de Janeiro,1537,411370,2,984,
1058,PRONTO SOCORRO MUNICIPAL DE IVAIPORÃ - 22ª RS,2021-01-11,71,111,86870000,Rua das Flores,0,411150,2,0,
1049,UNIDADE BASICA DE SAUDE PANISSA/MARACANA,2021-01-12,49,57,86056260,Rua da Ginástica Olímpica,195,411370,2,0,
1059,BEBE E CIA - CASTRO,2021-01-02,9,52,84165220,Rua Benjamin Constant,55,410490,2,0,
1056,SC JEANS CONFECCOES EIRELI,2021-01-06,28,117,86450000,AV PREFEITO JOAO BATISTA BUENO,1200,412070,2,0,
1061,LOJAS NATAL - JESUITAS,2021-01-09,8,117,85835000,Avenida Padre Anchieta,892,411275,2,0,
1071,PREFEITURA MUNICIPAL DE BELA VISTA DO PARAISO,2021-01-11,30,15,86130000,R. Joaquim Ladeia,150,410280,2,0,
903,HMCC PA COVID,2020-11-09,1191,111,85875000,AV GRAMADO,580,410830,2,0,
1032,Abrigo Infantil Elvira Lorusso do Nascimento,2021-01-15,68,142,83306280,Avenida Maria Bevervanso,267,411950,2,0,
