table_name,column_name,udt_name
notificacao,calafrios,int4
notificacao,escarro,int4
notificacao,adinamia,int4
notificacao,irritabilidade_confusao,int4
notificacao,coriza,int4
notificacao,cefaleia,int4
notificacao,nausea_vomitos,int4
notificacao,diarreia,int4
notificacao,artralgia,int4
notificacao,mialgia,int4
notificacao,dor_garganta,int4
notificacao,tosse,int4
notificacao,febre,int4
notificacao,periodo_gestacao,int4
notificacao,gestante,int4
notificacao,gestante_alto_risco,int4
notificacao,passaporte,varchar
notificacao,updated_at,timestamp
notificacao,cpf,varchar
notificacao,cod_cbo,int4
notificacao,situacao_trabalho,int4
notificacao,doenca_trabalho,int4
notificacao,origem,int4
notificacao,status_notificacao,int4
notificacao,data_encerramento,date
notificacao,classificacao_final,int4
notificacao,criterio_classificacao,int4
notificacao,excluir_ficha,int4
notificacao,data_cura_obito,date
notificacao,evolucao,int4
notificacao,ocupacao_notificador,int4
notificacao,cns,varchar
notificacao,pais_municipio_residencia,varchar
notificacao,pais_residencia,varchar
notificacao,frequentou_unidade_cnes,int4
notificacao,local_contato_confirmado,int4
notificacao,local_contato_suspeito,int4
notificacao,resultado_enviado,int4
notificacao,data_chegada_estado,date
notificacao,data_chegada_brasil,date
notificacao,data_retorno_local,date
notificacao,cnes_unidade_notifica,varchar
notificacao,nome_unidade_notifica,varchar
notificacao,uf_unidade_notifica,varchar
notificacao,cnpj_unidade_notifica,bpchar
notificacao,ibge_unidade_notifica,varchar
notificacao,nome_notificador,varchar
notificacao,email_notificador,varchar
notificacao,telefone_notificador,varchar
notificacao,motivo_exclusao,text
notificacao,nome_caso_fonte,varchar
notificacao,outros_sintomas,text
notificacao,numero_do,varchar
notificacao,rash_paciente,bpchar
notificacao,data_ida_local,date
notificacao,resultado,int4
notificacao,data_liberacao,date
notificacao,data_recebimento,date
notificacao,data_coleta,date
notificacao,data_cadastro,date
notificacao,uso_antiviral,int4
notificacao,data_alta,date
notificacao,data_isolamento,date
notificacao,data_entrada,date
notificacao,tipo_internacao,int4
notificacao,internacao_sus,int4
notificacao,hospitalizado,int4
notificacao,tomografia,int4
notificacao,raiox_torax,int4
notificacao,cianose,int4
notificacao,data_1o_sintomas,date
notificacao,ocupacao,int4
notificacao,idade,int4
notificacao,jogos_escolares,int4
notificacao,data_notificacao,timestamp
notificacao,data_nascimento,date
notificacao,api_cad_sus,int4
notificacao,amostra_material,varchar
notificacao,vacina_covid19,int4
notificacao,lab_produtor_covid19,int4
notificacao,data_covid19_1a,date
notificacao,data_covid19_2a,date
notificacao,vacina_influenza,int4
notificacao,rash_paciente_1,bpchar
notificacao,rash_paciente_2,bpchar
notificacao,co_seq_exame,varchar
notificacao,requisicao,varchar
notificacao,assintomatico,int4
notificacao,id,int4
notificacao,alerta,int4
notificacao,api_gal,int4
notificacao,pesquisa_gal,int4
notificacao,metodo,varchar
notificacao,latitude_residencia,varchar
notificacao,longitude_residencia,varchar
notificacao,envio_ms,int4
notificacao,nome_social,varchar
notificacao_redcap,ocupacao,int4
notificacao_redcap,bairro_residencia,int4
notificacao_redcap,numero_residencia,int4
notificacao_redcap,idade,int4
notificacao_redcap,data_nascimento,timestamp
notificacao_redcap,local_contato_suspeito,int4
notificacao_redcap,sexo,int4
notificacao_redcap,gestante_alto_risco,int4
notificacao_redcap,raca_cor,int4
notificacao_redcap,numero_do,int4
notificacao_redcap,etnia,int4
notificacao_redcap,outros_sintomas,text
notificacao_redcap,motivo_exclusao,text
notificacao_redcap,cpf,text
notificacao_redcap,excluir_ficha,int4
notificacao_redcap,telefone_notificador,varchar
notificacao_redcap,nome_caso_fonte,text
notificacao_redcap,dispneia,int4
notificacao_redcap,email_notificador,text
notificacao_redcap,contato_suspeito,int4
notificacao_redcap,rash_paciente_1,bpchar
notificacao_redcap,rash_paciente_2,bpchar
notificacao_redcap,raiox_torax,int4
notificacao_redcap,cianose,int4
notificacao_redcap,nome_notificador,text
notificacao_redcap,ibge_unidade_notifica,varchar
notificacao_redcap,gestante,int4
notificacao_redcap,uf_unidade_notifica,text
notificacao_redcap,nome_unidade_notifica,text
notificacao_redcap,cnes_unidade_notifica,text
notificacao_redcap,periodo_gestacao,int4
notificacao_redcap,data_1o_sintomas,timestamp
notificacao_redcap,data_chegada_brasil,timestamp
notificacao_redcap,data_retorno_local,timestamp
notificacao_redcap,febre,int4
notificacao_redcap,frequentou_unidade_descricao,text
notificacao_redcap,tosse,int4
notificacao_redcap,frequentou_unidade_cnes,text
notificacao_redcap,local_contato_confirmado_descricao,text
notificacao_redcap,local_contato_suspeito_descricao,text
notificacao_redcap,data_ida_local,timestamp
notificacao_redcap,historico_viagem,int4
notificacao_redcap,tomografia,int4
notificacao_redcap,resultado,int4
notificacao_redcap,data_chegada_estado,text
notificacao_redcap,descritivo_viagem,text
notificacao_redcap,local_viagem,text
notificacao_redcap,lab_executor,text
notificacao_redcap,metodo,text
notificacao_redcap,data_liberacao,timestamp
notificacao_redcap,tiragem_intercostal,int4
notificacao_redcap,dor_garganta,int4
notificacao_redcap,mialgia,int4
notificacao_redcap,artralgia,int4
notificacao_redcap,diarreia,int4
notificacao_redcap,exame,text
notificacao_redcap,co_seq_exame,text
notificacao_redcap,doenca_cardiovascular,int4
notificacao_redcap,requisicao,text
notificacao_redcap,data_cadastro,text
notificacao_redcap,uso_antiviral_descricao,text
notificacao_redcap,ibge_hospital,text
notificacao_redcap,uf_hospital,text
notificacao_redcap,hipertensao,int4
notificacao_redcap,nome_hospital,text
notificacao_redcap,diabetes,int4
notificacao_redcap,cnes_hospital,text
notificacao_redcap,nausea_vomitos,int4
notificacao_redcap,outras_morbidades,text
notificacao_redcap,cefaleia,int4
notificacao_redcap,data_recebimento,timestamp
notificacao_redcap,data_coleta,timestamp
notificacao_redcap,coriza,int4
notificacao_redcap,irritabilidade_confusao,int4
notificacao_redcap,doenca_hepatica,int4
notificacao_redcap,tomografia_descricao,text
notificacao_redcap,raiox_torax_descricao,text
notificacao_redcap,ocupacao_descricao,text
notificacao_redcap,telefone_paciente,text
notificacao_redcap,logradouro_residencia,text
notificacao_redcap,cep_residencia,text
notificacao_redcap,ibge_residencia,varchar
notificacao_redcap,coleta_amostra,int4
notificacao_redcap,uso_antiviral,int4
notificacao_redcap,id_externa,int8
notificacao_redcap,data_cura_obito,float8
notificacao_redcap,data_encerramento,timestamp
notificacao_redcap,congestao_nasal,int4
notificacao_redcap,evolucao,int4
notificacao_redcap,status_notificacao,int4
notificacao_redcap,congestao_conjuntiva,int4
notificacao_redcap,doenca_neurologica,int4
notificacao_redcap,tabagismo,int4
notificacao_redcap,uf_residencia,text
notificacao_redcap,adinamia,int4
notificacao_redcap,dificuldade_deglutir,int4
notificacao_redcap,manchas_vermelhas,int4
notificacao_redcap,escarro,int4
notificacao_redcap,sindrome_down,int4
notificacao_redcap,ganglios_linfaticos,int4
notificacao_redcap,origem,int4
notificacao_redcap,calafrios,int4
notificacao_redcap,nome_mae,text
notificacao_redcap,asas_nasais,int4
notificacao_redcap,saturacao_o2,int4
notificacao_redcap,imunodeficiencia,int4
notificacao_redcap,infeccao_hiv,int4
notificacao_redcap,doenca_renal,int4
notificacao_redcap,doenca_pulmonar,int4
notificacao_redcap,neoplasia,int4
notificacao_redcap,internacao_sus,int4
notificacao_redcap,tipo_paciente,int4
notificacao_redcap,possui_cpf,int4
notificacao_redcap,data_notificacao,timestamp
notificacao_redcap,id,int4
notificacao_redcap,criterio_classificacao,int4
notificacao_redcap,classificacao_final,int4
notificacao_redcap,ocupacao_notificador,int4
notificacao_redcap,puerperio,int4
notificacao_redcap,data_isolamento,timestamp
notificacao_redcap,hospitalizado,int4
notificacao_redcap,pais_residencia,varchar
notificacao_redcap,pais_municipio_residencia,text
notificacao_redcap,data_entrada,timestamp
notificacao_redcap,rash_paciente,bpchar
notificacao_redcap,cns,text
notificacao_redcap,paciente,text
notificacao_redcap,passaporte,text
notificacao_redcap,tipo_internacao,int4
notificacao_redcap,frequentou_unidade,int4
notificacao_redcap,data_alta,timestamp
notificacao_redcap,obesidade,int4
notificacao_redcap,assintomatico,int4
notificacao_redcap,local_contato_confirmado,int4
notificacao_redcap,contato_confirmado,int4
notificacao_sivep,gestante,int4
notificacao_sivep,id_externa,varchar
notificacao_sivep,rash_paciente_1,bpchar
notificacao_sivep,rash_paciente_2,bpchar
notificacao_sivep,id,varchar
notificacao_sivep,pais_residencia,varchar
notificacao_sivep,pais_municipio_residencia,text
notificacao_sivep,cns,text
notificacao_sivep,cpf,text
notificacao_sivep,passaporte,text
notificacao_sivep,etnia,varchar
notificacao_sivep,paciente,text
notificacao_sivep,nome_mae,text
notificacao_sivep,uf_residencia,text
notificacao_sivep,ibge_residencia,varchar
notificacao_sivep,cep_residencia,varchar
notificacao_sivep,logradouro_residencia,varchar
notificacao_sivep,numero_residencia,varchar
notificacao_sivep,bairro_residencia,varchar
notificacao_sivep,telefone_paciente,varchar
notificacao_sivep,ocupacao_descricao,varchar
notificacao_sivep,raiox_torax_descricao,text
notificacao_sivep,tomografia_descricao,text
notificacao_sivep,cnes_hospital,text
notificacao_sivep,nome_hospital,text
notificacao_sivep,uf_hospital,text
notificacao_sivep,ibge_hospital,varchar
notificacao_sivep,data_isolamento,text
notificacao_sivep,uso_antiviral_descricao,text
notificacao_sivep,data_cadastro,text
notificacao_sivep,data_recebimento,text
notificacao_sivep,requisicao,varchar
notificacao_sivep,co_seq_exame,text
notificacao_sivep,exame,text
notificacao_sivep,metodo,text
notificacao_sivep,lab_executor,text
notificacao_sivep,local_viagem,varchar
notificacao_sivep,descritivo_viagem,text
notificacao_sivep,data_chegada_brasil,text
notificacao_sivep,data_chegada_estado,text
notificacao_sivep,local_contato_suspeito_descricao,text
notificacao_sivep,local_contato_confirmado_descricao,text
notificacao_sivep,caso_fonte,text
notificacao_sivep,frequentou_unidade_cnes,text
notificacao_sivep,frequentou_unidade_descricao,text
notificacao_sivep,cnes_unidade_notifica,varchar
notificacao_sivep,nome_unidade_notifica,text
notificacao_sivep,uf_unidade_notifica,text
notificacao_sivep,ibge_unidade_notifica,varchar
notificacao_sivep,nome_notificador,text
notificacao_sivep,email_notificador,text
notificacao_sivep,telefone_notificador,text
notificacao_sivep,motivo_exclusao,text
notificacao_sivep,outros_sintomas,text
notificacao_sivep,rash_paciente,bpchar
notificacao_sivep,historico_viagem,int4
notificacao_sivep,contato_confirmado,int4
notificacao_sivep,local_contato_suspeito,int4
notificacao_sivep,contato_suspeito,int4
notificacao_sivep,data_retorno_local,timestamp
notificacao_sivep,data_ida_local,timestamp
notificacao_sivep,data_notificacao,timestamp
notificacao_sivep,possui_cpf,int4
notificacao_sivep,tipo_paciente,int4
notificacao_sivep,sexo,int4
notificacao_sivep,data_nascimento,timestamp
notificacao_sivep,idade,int4
notificacao_sivep,ocupacao,int4
notificacao_sivep,periodo_gestacao,int4
notificacao_sivep,data_1o_sintomas,timestamp
notificacao_sivep,febre,int4
notificacao_sivep,tosse,int4
notificacao_sivep,dor_garganta,int4
notificacao_sivep,mialgia,int4
notificacao_sivep,artralgia,int4
notificacao_sivep,diarreia,int4
notificacao_sivep,nausea_vomitos,int4
notificacao_sivep,cefaleia,int4
notificacao_sivep,coriza,int4
notificacao_sivep,irritabilidade_confusao,int4
notificacao_sivep,adinamia,int4
notificacao_sivep,escarro,int4
notificacao_sivep,calafrios,int4
notificacao_sivep,congestao_nasal,int4
notificacao_sivep,congestao_conjuntiva,int4
notificacao_sivep,dificuldade_deglutir,int4
notificacao_sivep,manchas_vermelhas,int4
notificacao_sivep,ganglios_linfaticos,int4
notificacao_sivep,asas_nasais,int4
notificacao_sivep,saturacao_o2,int4
notificacao_sivep,cianose,int4
notificacao_sivep,tiragem_intercostal,int4
notificacao_sivep,dispneia,int4
notificacao_sivep,raiox_torax,int4
notificacao_sivep,tomografia,int4
notificacao_sivep,doenca_cardiovascular,int4
notificacao_sivep,hipertensao,int4
notificacao_sivep,diabetes,int4
notificacao_sivep,doenca_hepatica,int4
notificacao_sivep,doenca_neurologica,int4
notificacao_sivep,sindrome_down,int4
notificacao_sivep,imunodeficiencia,int4
notificacao_sivep,infeccao_hiv,int4
notificacao_sivep,doenca_renal,int4
notificacao_sivep,doenca_pulmonar,int4
notificacao_sivep,neoplasia,int4
notificacao_sivep,resultado,int4
notificacao_sivep,puerperio,int4
notificacao_sivep,obesidade,int4
notificacao_sivep,tabagismo,int4
notificacao_sivep,outras_morbidades,int4
notificacao_sivep,hospitalizado,int4
notificacao_sivep,internacao_sus,int4
notificacao_sivep,tipo_internacao,int4
notificacao_sivep,data_entrada,timestamp
notificacao_sivep,data_alta,timestamp
notificacao_sivep,uso_antiviral,int4
notificacao_sivep,coleta_amostra,int4
notificacao_sivep,data_coleta,timestamp
notificacao_sivep,data_liberacao,timestamp
notificacao_sivep,numero_do,int4
notificacao_sivep,raca_cor,int4
notificacao_sivep,gestante_alto_risco,int4
notificacao_sivep,origem,int4
notificacao_sivep,status_notificacao,int4
notificacao_sivep,data_encerramento,timestamp
notificacao_sivep,excluir_ficha,int4
notificacao_sivep,data_cura_obito,timestamp
notificacao_sivep,evolucao,int4
notificacao_sivep,criterio_classificacao,int4
notificacao_sivep,classificacao_final,int4
notificacao_sivep,ocupacao_notificador,int4
notificacao_sivep,frequentou_unidade,int4
notificacao_sivep,local_contato_confirmado,int4
ocupacao,ocupacao,varchar
ocupacao,id,int4
origem,origem,varchar
origem,id,int4
paciente_institucionalizado,paciente_institucionalizado,varchar
paciente_institucionalizado,id,varchar
pais,id_pais,varchar
pais,abrev_nome,varchar
pais,co_pais,varchar
pais,ds_pais,varchar
pais,nome_pais,varchar
pais_old,co_pais,varchar
pais_old,ds_pais,varchar
pais_old,nome_pais,varchar
parameters,scope_catalog,name
parameters,specific_name,name
parameters,udt_name,name
parameters,character_octet_length,int4
parameters,character_maximum_length,int4
parameters,udt_schema,name
parameters,udt_catalog,name
parameters,parameter_default,varchar
parameters,dtd_identifier,name
parameters,ordinal_position,int4
parameters,parameter_mode,varchar
parameters,interval_type,varchar
parameters,is_result,varchar
parameters,collation_name,name
parameters,collation_schema,name
parameters,as_locator,varchar
parameters,collation_catalog,name
parameters,character_set_schema,name
parameters,character_set_name,name
parameters,parameter_name,name
parameters,character_set_catalog,name
parameters,data_type,varchar
parameters,maximum_cardinality,int4
parameters,scope_name,name
parameters,scope_schema,name
parameters,specific_catalog,name
parameters,interval_precision,int4
parameters,datetime_precision,int4
parameters,numeric_scale,int4
parameters,numeric_precision_radix,int4
parameters,numeric_precision,int4
parameters,specific_schema,name
parametro,usuario_cadsus,bpchar
parametro,token_redcap_teste,bpchar
parametro,usa_proxy_api_gal,int4
parametro,usuario_api_gal,bpchar
parametro,estado_id,int4
parametro,id_parametro,int8
parametro,timeout_api_gal,int4
parametro,timeout_api_cadsus,int4
parametro,senha_api_gal,bpchar
parametro,proxy,text
parametro,usa_teste,bpchar
parametro,smtp_email,bpchar
parametro,usuario_email,bpchar
parametro,senha_email,bpchar
parametro,email,bpchar
parametro,porta_email,bpchar
parametro,logo,bpchar
parametro,url_sistema,bpchar
parametro,usuario_api_gal_soap,bpchar
parametro,token_redcap,bpchar
parametro,url_gal,bpchar
parametro,token_arcgis,bpchar
parametro,email_suporte,bpchar
parametro,usa_proxy_cep,int4
parametro,usa_proxy_api_cadsus,int4
parametro,senha_cadsus,bpchar
periodo_gestacao,periodo_gestacao,varchar
periodo_gestacao,id,int4
permissions,id,int4
permissions,group_id,int4
permissions,object,varchar
permissions_group,id,int4
permissions_group,name,varchar
permissions_group_membership,group_id,int4
permissions_group_membership,user_id,int4
permissions_group_membership,id,int4
permissions_revision,created_at,timestamp
permissions_revision,id,int4
permissions_revision,after,text
permissions_revision,remark,text
permissions_revision,before,text
permissions_revision,user_id,int4
pesquisa_gal,pesquisa_gal,varchar
pesquisa_gal,id,int4
pg_aggregate,aggfinalextra,bool
pg_aggregate,aggmtransspace,int4
pg_aggregate,aggfnoid,regproc
pg_aggregate,aggserialfn,regproc
pg_aggregate,aggminitval,text
pg_aggregate,aggsortop,oid
pg_aggregate,aggmfinalmodify,char
pg_aggregate,aggtransfn,regproc
pg_aggregate,aggfinalmodify,char
pg_aggregate,aggnumdirectargs,int2
pg_aggregate,aggmfinalextra,bool
pg_aggregate,aggkind,char
pg_aggregate,agginitval,text
pg_aggregate,aggminvtransfn,regproc
pg_aggregate,aggmfinalfn,regproc
pg_aggregate,aggdeserialfn,regproc
pg_aggregate,aggmtransfn,regproc
pg_aggregate,aggcombinefn,regproc
pg_aggregate,aggfinalfn,regproc
pg_aggregate,aggtranstype,oid
pg_aggregate,aggtransspace,int4
pg_aggregate,aggmtranstype,oid
pg_am,amtype,char
pg_am,oid,oid
pg_am,amname,name
pg_am,amhandler,regproc
pg_amop,amopfamily,oid
pg_amop,amoppurpose,char
pg_amop,amopmethod,oid
pg_amop,amoplefttype,oid
pg_amop,amopstrategy,int2
pg_amop,amoprighttype,oid
pg_amop,oid,oid
pg_amop,amopsortfamily,oid
pg_amop,amopopr,oid
pg_amproc,amproc,regproc
pg_amproc,amprocnum,int2
pg_amproc,amprocrighttype,oid
pg_amproc,amproclefttype,oid
pg_amproc,amprocfamily,oid
pg_amproc,oid,oid
pg_attrdef,adrelid,oid
pg_attrdef,adbin,pg_node_tree
pg_attrdef,adnum,int2
pg_attrdef,oid,oid
pg_attribute,attstorage,char
pg_attribute,attisdropped,bool
pg_attribute,attcollation,oid
pg_attribute,attacl,_aclitem
pg_attribute,attmissingval,anyarray
pg_attribute,attname,name
pg_attribute,attoptions,_text
pg_attribute,attfdwoptions,_text
pg_attribute,attcacheoff,int4
pg_attribute,attndims,int4
pg_attribute,atttypmod,int4
pg_attribute,attnum,int2
pg_attribute,attlen,int2
pg_attribute,attstattarget,int4
pg_attribute,attgenerated,char
pg_attribute,attidentity,char
pg_attribute,atthasmissing,bool
pg_attribute,atttypid,oid
pg_attribute,attrelid,oid
pg_attribute,atthasdef,bool
pg_attribute,attalign,char
pg_attribute,attnotnull,bool
pg_attribute,attislocal,bool
pg_attribute,attinhcount,int4
pg_attribute,attbyval,bool
pg_auth_members,admin_option,bool
pg_auth_members,roleid,oid
pg_auth_members,member,oid
pg_auth_members,grantor,oid
pg_available_extension_versions,schema,name
pg_available_extension_versions,name,name
pg_available_extension_versions,installed,bool
pg_available_extension_versions,comment,text
pg_available_extension_versions,version,text
pg_available_extension_versions,requires,_name
pg_available_extension_versions,relocatable,bool
pg_available_extension_versions,superuser,bool
pg_available_extensions,comment,text
pg_available_extensions,name,name
pg_available_extensions,default_version,text
pg_available_extensions,installed_version,text
pg_cast,casttarget,oid
pg_cast,castmethod,char
pg_cast,castcontext,char
pg_cast,castsource,oid
pg_cast,oid,oid
pg_cast,castfunc,oid
pg_class,relhassubclass,bool
pg_class,relrowsecurity,bool
pg_class,relforcerowsecurity,bool
pg_class,relfrozenxid,xid
pg_class,relacl,_aclitem
pg_class,relpartbound,pg_node_tree
pg_class,relispopulated,bool
pg_class,relreplident,char
pg_class,relispartition,bool
pg_class,relrewrite,oid
pg_class,relminmxid,xid
pg_class,relname,name
pg_class,relfilenode,oid
pg_class,reltablespace,oid
pg_class,reltuples,float4
pg_class,relpages,int4
pg_class,relallvisible,int4
pg_class,reltoastrelid,oid
pg_class,relam,oid
pg_class,relowner,oid
pg_class,reloftype,oid
pg_class,reltype,oid
pg_class,relnamespace,oid
pg_class,oid,oid
pg_class,relhasindex,bool
pg_class,relisshared,bool
pg_class,relpersistence,char
pg_class,relkind,char
pg_class,reloptions,_text
pg_class,relnatts,int2
pg_class,relchecks,int2
pg_class,relhasrules,bool
pg_class,relhastriggers,bool
pg_collation,collcollate,name
pg_collation,collencoding,int4
pg_collation,collisdeterministic,bool
pg_collation,collprovider,char
pg_collation,collowner,oid
pg_collation,collnamespace,oid
pg_collation,oid,oid
pg_collation,collname,name
pg_collation,collversion,text
pg_collation,collctype,name
pg_constraint,conname,name
pg_constraint,oid,oid
pg_constraint,connamespace,oid
pg_constraint,contype,char
pg_constraint,condeferrable,bool
pg_constraint,condeferred,bool
pg_constraint,convalidated,bool
pg_constraint,conrelid,oid
pg_constraint,contypid,oid
pg_constraint,conindid,oid
pg_constraint,conparentid,oid
pg_constraint,confrelid,oid
pg_constraint,confupdtype,char
pg_constraint,confdeltype,char
pg_constraint,confmatchtype,char
pg_constraint,conislocal,bool
pg_constraint,coninhcount,int4
pg_constraint,connoinherit,bool
pg_constraint,conkey,_int2
pg_constraint,confkey,_int2
pg_constraint,conffeqop,_oid
pg_constraint,conexclop,_oid
pg_constraint,conpfeqop,_oid
pg_constraint,conppeqop,_oid
pg_constraint,conbin,pg_node_tree
pg_conversion,conproc,regproc
pg_conversion,condefault,bool
pg_conversion,oid,oid
pg_conversion,connamespace,oid
pg_conversion,conowner,oid
pg_conversion,conforencoding,int4
pg_conversion,contoencoding,int4
pg_conversion,conname,name
pg_cursors,is_binary,bool
pg_cursors,is_scrollable,bool
pg_cursors,creation_time,timestamptz
pg_cursors,statement,text
pg_cursors,is_holdable,bool
pg_cursors,name,text
pg_database,encoding,int4
pg_database,datdba,oid
pg_database,oid,oid
pg_database,datacl,_aclitem
pg_database,dattablespace,oid
pg_database,datctype,name
pg_database,datallowconn,bool
pg_database,datistemplate,bool
pg_database,datname,name
pg_database,datminmxid,xid
pg_database,datfrozenxid,xid
pg_database,datlastsysoid,oid
pg_database,datconnlimit,int4
pg_database,datcollate,name
pg_db_role_setting,setrole,oid
pg_db_role_setting,setconfig,_text
pg_db_role_setting,setdatabase,oid
pg_default_acl,defaclobjtype,char
pg_default_acl,oid,oid
pg_default_acl,defaclacl,_aclitem
pg_default_acl,defaclrole,oid
pg_default_acl,defaclnamespace,oid
pg_depend,refobjid,oid
pg_depend,classid,oid
pg_depend,objid,oid
pg_depend,refclassid,oid
pg_depend,objsubid,int4
pg_depend,refobjsubid,int4
pg_depend,deptype,char
pg_description,objsubid,int4
pg_description,description,text
pg_description,objoid,oid
pg_description,classoid,oid
pg_enum,enumtypid,oid
pg_enum,oid,oid
pg_enum,enumlabel,name
pg_enum,enumsortorder,float4
pg_event_trigger,evtowner,oid
pg_event_trigger,evtenabled,char
pg_event_trigger,evttags,_text
pg_event_trigger,evtevent,name
pg_event_trigger,oid,oid
pg_event_trigger,evtname,name
pg_event_trigger,evtfoid,oid
pg_extension,oid,oid
pg_extension,extcondition,_text
pg_extension,extconfig,_oid
pg_extension,extrelocatable,bool
pg_extension,extnamespace,oid
pg_extension,extowner,oid
pg_extension,extname,name
pg_extension,extversion,text
pg_foreign_data_wrapper,fdwhandler,oid
pg_foreign_data_wrapper,fdwacl,_aclitem
pg_foreign_data_wrapper,fdwoptions,_text
pg_foreign_data_wrapper,fdwname,name
pg_foreign_data_wrapper,fdwvalidator,oid
pg_foreign_data_wrapper,oid,oid
pg_foreign_data_wrapper,fdwowner,oid
pg_foreign_server,srvversion,text
pg_foreign_server,srvtype,text
pg_foreign_server,oid,oid
pg_foreign_server,srvfdw,oid
pg_foreign_server,srvname,name
pg_foreign_server,srvacl,_aclitem
pg_foreign_server,srvoptions,_text
pg_foreign_server,srvowner,oid
pg_foreign_table,ftserver,oid
pg_foreign_table,ftoptions,_text
pg_foreign_table,ftrelid,oid
pg_group,groname,name
pg_group,grosysid,oid
pg_group,grolist,_oid
pg_index,indkey,int2vector
pg_index,indislive,bool
pg_index,indnkeyatts,int2
pg_index,indisunique,bool
pg_index,indisready,bool
pg_index,indisprimary,bool
pg_index,indisexclusion,bool
pg_index,indcheckxmin,bool
pg_index,indcollation,oidvector
pg_index,indisreplident,bool
pg_index,indisvalid,bool
pg_index,indimmediate,bool
pg_index,indexprs,pg_node_tree
pg_index,indisclustered,bool
pg_index,indclass,oidvector
pg_index,indoption,int2vector
pg_index,indpred,pg_node_tree
pg_index,indexrelid,oid
pg_index,indrelid,oid
pg_index,indnatts,int2
pg_indexes,tablename,name
pg_indexes,tablespace,name
pg_indexes,schemaname,name
pg_indexes,indexname,name
pg_indexes,indexdef,text
pg_inherits,inhparent,oid
pg_inherits,inhseqno,int4
pg_inherits,inhrelid,oid
pg_init_privs,privtype,char
pg_init_privs,initprivs,_aclitem
pg_init_privs,objsubid,int4
pg_init_privs,classoid,oid
pg_init_privs,objoid,oid
pg_language,lanpltrusted,bool
pg_language,lanvalidator,oid
pg_language,lanispl,bool
pg_language,lanname,name
pg_language,oid,oid
pg_language,lanplcallfoid,oid
pg_language,lanacl,_aclitem
pg_language,lanowner,oid
pg_language,laninline,oid
pg_largeobject_metadata,oid,oid
pg_largeobject_metadata,lomowner,oid
pg_largeobject_metadata,lomacl,_aclitem
pg_locks,pid,int4
pg_locks,granted,bool
pg_locks,locktype,text
pg_locks,page,int4
pg_locks,mode,text
pg_locks,virtualtransaction,text
pg_locks,virtualxid,text
pg_locks,database,oid
pg_locks,tuple,int2
pg_locks,transactionid,xid
pg_locks,fastpath,bool
pg_locks,classid,oid
pg_locks,objid,oid
pg_locks,objsubid,int2
pg_locks,relation,oid
pg_matviews,ispopulated,bool
pg_matviews,schemaname,name
pg_matviews,matviewname,name
pg_matviews,hasindexes,bool
pg_matviews,tablespace,name
pg_matviews,matviewowner,name
pg_matviews,definition,text
pg_namespace,oid,oid
pg_namespace,nspname,name
pg_namespace,nspacl,_aclitem
pg_namespace,nspowner,oid
pg_opclass,opcfamily,oid
pg_opclass,opcname,name
pg_opclass,opcintype,oid
pg_opclass,opcdefault,bool
pg_opclass,oid,oid
pg_opclass,opcmethod,oid
pg_opclass,opcowner,oid
pg_opclass,opckeytype,oid
pg_opclass,opcnamespace,oid
pg_operator,oprname,name
pg_operator,oid,oid
pg_operator,oprnamespace,oid
pg_operator,oprowner,oid
pg_operator,oprkind,char
pg_operator,oprcanmerge,bool
pg_operator,oprcanhash,bool
pg_operator,oprleft,oid
pg_operator,oprright,oid
pg_operator,oprresult,oid
pg_operator,oprcom,oid
pg_operator,oprnegate,oid
pg_operator,oprcode,regproc
pg_operator,oprrest,regproc
pg_operator,oprjoin,regproc
pg_opfamily,opfname,name
pg_opfamily,oid,oid
pg_opfamily,opfmethod,oid
pg_opfamily,opfnamespace,oid
pg_opfamily,opfowner,oid
pg_partitioned_table,partstrat,char
pg_partitioned_table,partexprs,pg_node_tree
pg_partitioned_table,partrelid,oid
pg_partitioned_table,partnatts,int2
pg_partitioned_table,partdefid,oid
pg_partitioned_table,partattrs,int2vector
pg_partitioned_table,partclass,oidvector
pg_partitioned_table,partcollation,oidvector
pg_pltemplate,tmplname,name
pg_pltemplate,tmplhandler,text
pg_pltemplate,tmpldbacreate,bool
pg_pltemplate,tmplvalidator,text
pg_pltemplate,tmpllibrary,text
pg_pltemplate,tmplinline,text
pg_pltemplate,tmpltrusted,bool
pg_pltemplate,tmplacl,_aclitem
pg_policies,roles,_name
pg_policies,with_check,text
pg_policies,policyname,name
pg_policies,tablename,name
pg_policies,cmd,text
pg_policies,permissive,text
pg_policies,schemaname,name
pg_policies,qual,text
pg_policy,polwithcheck,pg_node_tree
pg_policy,polroles,_oid
pg_policy,polpermissive,bool
pg_policy,polcmd,char
pg_policy,polrelid,oid
pg_policy,oid,oid
pg_policy,polname,name
pg_policy,polqual,pg_node_tree
pg_prepared_statements,parameter_types,_regtype
pg_prepared_statements,prepare_time,timestamptz
pg_prepared_statements,from_sql,bool
pg_prepared_statements,name,text
pg_prepared_statements,statement,text
pg_prepared_xacts,gid,text
pg_prepared_xacts,database,name
pg_prepared_xacts,owner,name
pg_prepared_xacts,transaction,xid
pg_prepared_xacts,prepared,timestamptz
pg_proc,proargdefaults,pg_node_tree
pg_proc,proconfig,_text
pg_proc,proargmodes,_char
pg_proc,protrftypes,_oid
pg_proc,proallargtypes,_oid
